0	1
0.896764687	1.143126787
0.973851167	0.929172382
-1.83908852	0.348506225
-1.045097721	0.072468053
0.820273712	-0.7102251
0.633959801	-1.164267557
1.277559339	1.379494056
0.157209678	-0.623194641
-0.233999823	-1.023043393
-1.955399947	-0.297587992
0.029362456	-0.955299448
0.647470034	-1.059087921
-1.251601556	0.269557855
-0.161007982	-1.10254835
0.132126915	1.284697866
1.065062745	0.926759342
0.427262453	-1.191362431
1.088484625	1.048338726
1.098587076	0.854704821
0.257080023	-0.820496675
0.679346356	0.760766188
1.031698313	0.711557551
-1.582804787	0.042048977
0.912552026	0.874993938
-1.339515677	-0.491355267
0.3355186	-0.486057491
-1.255009086	-0.342715158
1.319339521	1.360412086
1.229968772	0.875221494
0.819724634	1.310378168
-1.237384622	0.199532455
0.441873094	-1.262526635
0.429081307	-0.714394329
-1.268813441	-0.149809356
-1.482527238	-0.538464952
1.026147604	1.066835625
-1.596220945	-0.491125503
-1.492919726	0.004459263
-1.059366197	0.010121193
-1.781081303	-0.266960985
1.112239693	0.966039234
-0.142949074	-1.017533251
-1.592077045	0.294076825
-0.119270042	-0.736340904
-1.369465008	0.257487707
-1.500877323	-0.422350739
-0.001358102	-0.960703756
1.462787013	1.147040555
-1.267518726	0.250849887
-1.9148124	-0.157376039
0.83986223	0.706848132
0.611438733	1.140932271
-0.039125786	-1.033724703
0.927816488	1.092501843
-0.318794338	-0.524251594
1.343951649	0.848824939
-1.822953442	-0.091151956
1.640232427	0.649665552
-1.851649209	-0.496012798
-1.561371425	-0.113874344
-1.233638359	-0.245290534
0.100682463	-0.505674527
0.540333496	-0.558567408
0.045949233	-0.791772422
-1.471776914	-0.192886946
-1.182707456	-0.252055806
-0.61309966	-0.921967039
-1.842645976	0.209444492
-0.235068471	-0.579257075
-1.28467527	-0.061052386
1.281634818	1.440131945
0.27929177	1.215163332
1.476886338	1.048559673
0.719304026	-0.660008295
-1.546109106	-0.306740198
-0.073799167	-0.498576814
0.321321551	0.000380976
0.088126563	-0.437919404
0.978940161	0.962500635
0.283334503	-0.731257415
0.867056311	0.96201278
0.366107401	-0.659705133
1.254737197	1.309237431
-0.086396883	-0.361868634
0.948378529	0.955855902
-1.674773666	-0.369165308
1.197425969	1.05842382
0.192884036	-0.40885702
-1.550400969	0.091807719
0.404740532	-0.729265825
1.103953584	1.260329433
1.293679388	1.086865491
-2.47503326	-0.189956461
-1.418518526	-0.297820954
1.360084534	0.691656788
0.562295987	0.7277453
1.139010758	0.657293434
-1.84630013	-0.643802696
0.266198698	-0.178749605
-1.11517532	-0.726902407
